8456,105364,43944,107878,149737,53033,157850,8278,1174237,119729,0,0,0,0,0,174,0,0,0,0,0,3822,412606,52472,28692,53273,22630,17491,116870,2706,1224,4226
55058,60800,361417,33414,274283,255313,53282,22268,427863,476554,0,0,0,0,0,0,0,0,0,0,0,1478260,1480969,1246381,202776,46468,40346,2350,507303,4430,8084,2800
3834,17466,15242,34722,189864,21226,20560,21912,515870,0,0,0,0,0,0,0,0,0,0,0,104994,27386,99480,42530,6138,91472,6772,0,2318,14336,1654,10498
8564,97610,7976,4488,19194,4486,1444,128538,602525,0,0,0,0,0,0,0,0,0,0,1878,448201,108770,174,45622,264,2002,15870,5140,176,418246,478,0
10458,16498,76490,45964,34612,6020,15236,10604,1889237,0,0,0,0,0,0,2350,3658,526,27932,62012,19475,126770,32101,254249,5534,876,1048,11876,910,4094,0,0
7998,98526,430636,241534,79598,24052,10230,59410,85392,0,0,0,0,0,0,0,2270,0,55292,118484,49362,12012,2356,0,131806,243838,10556,0,255587,652,1482,172
30212,135901,159156,55808,212242,20702,9934,18214,60666,0,0,0,0,0,1050,0,622725,348190,134863,526359,2602,5522,0,7274,94754,6084,0,2346,19322,3960,0,2790
90455,286074,141089,992923,147936,20898,21644,23780,0,0,0,0,0,1208,82836,1574,4574,22446,262502,1128250,62422,96781,74496,7142,2090,61760,0,0,3138,0,0,308
356940,48495,706063,693789,26000,9970,1416493,58480,0,0,0,0,0,0,0,949162,1216812,193870,98522,155238,29056,499188,64714,102754,2220,0,0,7978,176,0,0,350
1312093,96198,101414,266183,76035,29568,2291534,84018,0,0,0,0,0,0,0,13308,121194,246652,9070,111453,82236,137453,40222,8164,868,0,564,436,8580,0,0,1488
2393420,379976,69832,180797,76824,83186,118312,122222,0,0,0,0,0,0,13554,417592,111864,303352,32106,287979,0,3308,32664,1816,66506,5638,0,0,0,0,0,27008
410846,29072,900135,1468928,38306,625027,55908,71284,0,0,0,0,0,0,645507,3421583,1134775,19878,32590,1434,170,10186,83831,6434,0,698,0,746,0,0,0,438
296136,66290,629930,345750,53340,635049,266111,217805,0,0,0,0,0,0,1011673,3706977,403053,21374,21140,952,0,12260,12884,2712,4390,608,0,1700,92118,346,958,7218
569496,115975,123445,4082,45805,39034,657301,216,0,0,0,0,0,12910,273147,216846,1106781,869138,232721,5538,26032,8852,518,40288,350,11870,0,774,71265,4372,0,42666
2574427,63903,337001,398261,32906,112596,0,0,0,0,0,0,18792,125524,256047,146902,211273,407866,176553,2701,173868,172615,14722,1396,3836,164588,0,1618,16371,4058,1050,0
257578,219353,1440084,2186331,2253602,401600,0,0,0,0,0,1648,511990,25690,595790,165382,11548,322036,3578,3481,143367,6427750,2614,526,3970,63460,5404,7972,5012,0,20540,0
55102,337211,1510322,2880205,7586915,0,0,0,0,0,0,16438,470870,172560,201921,44246,650,18048,175354,2614,231563,84182,11706,10036,1862,3078,33146,0,187099,8840,20084,0
351421,531143,2018345,8381162,5302602,0,0,0,0,0,0,142491,1157264,5062,567873,23282,224014,342,48980,11766,67480,15698,0,174,1308,174,204808,0,28363,3936,7996,176
1849652,1491816,11329828,12391960,0,0,0,0,0,0,35620,195903,155548,10524,1218,66672,0,0,5226,3067887,50404,0,0,176,8718,2434,11062,1222,0,0,0,0
1940451,2352729,7181648,4845525,0,0,0,0,0,0,10038,4926,72864,166290,8858,0,0,0,0,213061,0,474,0,152438,4372,42030,1214,4096,5968,174,0,1528
2195292,5190407,7800413,6981220,0,0,0,0,0,0,32242,10800,20291,17141,14162,10424,0,2928,70502,174,34808,220,7139,50676,92246,0,4180,0,174,0,1778,2710
19966006,3009016,6124807,1750148,0,0,0,0,0,25262,1574,58229,12620,8622,16484,0,0,305,0,32116,6742,57456,313877,107632,2236,43,86456,1046,0,225136,152306,0
5040940,1866868,2606944,466416,0,0,0,0,0,81234,64743,213108,32938,4932,2888,348,348,520,174,138166,132586,5178,7510,22332,7172,188716,1184500,40890,174,8972,9094,3740
4191927,3150370,764008,2309203,0,0,0,0,0,109772,7442,5910,4174,3712,174,0,0,29118,11020,0,73526,1264,89930,46032,13142,8803,1250709,152673,15496,20352,70960,50078
4013341,6397032,3398744,669403,0,0,0,89760,347862,13512,89774,3874,1180,2169046,5096,520,156564,233632,174,2338,11066,4006,1294,44519,65930,204497,22888,1230404,38782,11224,14028,16586
2628717,3936934,2394757,2152444,0,0,0,1912140,781666,220,1660,13944,49652,58936,39319,36028,90403,21710,21898,114326,30624,7244,189332,82425,15466,2924,6745,26882,6072,0,5112,15888
185291,2972604,2902406,2478568,4146,0,0,375471,345652,7515,243838,2962,73492,51049,58291,805507,790495,1132,2994,58686,21111,2614,12414,3666,950479,288599,51016,4954,5136,2788,0,5224
1976799,4869488,4083618,2172373,174,0,0,668475,362278,32560,669163,702,98506,531376,9084,12732,199744,48382,36405,133508,442468,13659,5150,786,878,14970,10155,103906,12406,583460,8524,14594
10122162,4426080,1762424,3375274,0,0,0,519665,114309,39582,193446,744,45230,36882,170,17496,267328,2350,9372,2356,630064,2834,3842,23774,7248,837011,0,522,227988,3880,3656,172
5500048,6112666,6342733,395012,0,0,0,342168,92707,704680,147472,656,20224,56828,418127,32786,13792,9202,17521,11396,10960,19170,18340,78395,3498,341976,700,4558,612,0,69958,94064
4471035,5257184,23386440,7169930,20329,0,37311,168865,62124,198940,7824,7036,42366,1700,9016,207535,515616,17286,436,4180,702,176,4318,13851,5564,778,0,4358,1916,2564,872,11580
6294547,9762309,6847259,10411559,3163166,0,6000,396771,19942,2606,19700,0,176487,208075,401348,991279,12340,1046,786,8068,526,8296,828434,14762,11854,772128,0,528,0,33006,3790,0
