0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18628,5245523,2966980,2987151,1417089,2302471,4243312,3341936,623271,2249719,1434481,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753,3741354,2489477,2362609,956957,3598599,8687091,6669388,922425,2972303,1349385,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,3156139,2228654,3142958,3562820,5055833,10848629,10858617,2527172,2826425,1082437,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988,6574311,2698769,3370144,5117136,6024630,4187164,5789896,2196690,1917197,20412,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25756,4497136,5059381,3024080,5434492,3681020,2216180,6628861,1148664,3175089,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,921434,1721706,2018202,2296737,3900148,3982511,1117011,2380930,2803644,4903614,306067,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3496,1890303,1542946,1479112,1148355,2004059,1342393,931957,1630166,786010,3831583,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,393,649375,1340514,1429325,2110140,1550522,2150525,1752621,1990613,2749450,2350250,1200303,0,0,0,0,0,0,0,0
0,0,0,0,109075,497356,415225,72243,0,0,0,0,25054,1500452,1620744,1876042,2321838,4374354,3097655,3431884,2635161,1392176,3555504,18477,0,0,0,0,0,0,0,0
0,0,0,0,487123,1233351,2913991,776352,55672,624,0,66,872122,1053626,1430306,1769285,1859457,2792714,1962652,3165205,1237130,2069985,5178195,0,0,0,0,0,0,0,0,0
0,0,0,18462,869394,770914,1301561,1288489,2233691,717473,4418,984618,1575621,1198542,769566,2321496,2401595,2367156,2380718,1810730,1664605,3503564,4713519,0,0,0,0,0,0,0,0,0
0,0,255975,2140474,1222080,1686877,708485,782564,1894461,3299388,1884083,1079153,2730044,1071327,1809179,2000096,3533467,1390452,1299134,2778872,5586615,4241888,2579503,0,0,0,0,0,0,0,0,0
44655,888278,2319466,3277800,1104238,1066034,897037,1409470,1197195,2439959,776562,1404349,997627,1579912,1339207,2241405,2471887,542595,1750184,722042,5136151,8258761,680091,0,0,0,0,0,0,0,0,0
1440829,1447735,1233280,1632462,1243917,1591630,1669353,1547867,2658672,7922285,3124048,1389867,1050966,2248356,1217621,1299470,1086171,452041,1591329,1104136,2897272,2960141,3072,0,0,0,0,0,0,0,0,0
396070,766445,901537,1332361,2129935,1876150,1890622,1777148,2412026,5961536,2857639,1919841,842293,2176432,1369184,709530,813297,516242,628747,1481684,1727290,4104470,3090,0,0,0,0,0,0,0,0,0
938112,1545543,2587177,1501075,1928700,2581362,2412652,2672131,1422775,2215957,3125476,1684354,701210,3134480,1393173,696431,1467300,784726,299921,1917133,3165997,3831631,5578,0,0,0,0,0,0,0,0,0
881703,1264415,2911255,2314202,1594945,1281055,1345137,1040094,1921873,2123415,4187896,2357935,1083519,4861529,1373386,678102,1084844,527908,536356,1293493,1679235,3116219,2879,0,0,0,0,0,0,0,0,0
1796390,1987142,1374275,1097633,2365667,1367459,1368347,801622,585227,1285096,2448353,2487623,1904654,1555568,1322061,731019,1414235,1497285,1132039,1931130,1934734,5035677,235249,0,0,0,0,0,0,0,0,0
2844736,1082366,1545526,1496318,2788291,1438908,2282002,1276438,1025191,1164498,1878437,2173586,2640655,1142242,784821,783538,1313942,2282683,2393613,2369471,1302783,5325857,2625526,0,0,0,0,0,0,0,0,0
1612595,1081843,1373793,1825916,942567,874482,2273051,1411784,1160553,1377740,1668068,2490788,6243545,2508218,1250040,2336317,1198629,1368334,1707885,1684834,1428820,2783551,2710469,2041,0,0,0,0,0,0,0,0
1387025,2040315,1730732,956883,649804,898997,1028247,2180124,1759725,2657659,2576655,2864457,3549224,1988571,1787822,2412011,1642670,1839565,1248569,2399219,1908809,991286,2345250,108157,0,0,0,0,0,0,0,0
917567,2520730,3607973,1651472,643333,1233622,740688,1683706,1997606,1881951,1585032,1822701,955546,2346145,1854341,2252739,2293044,1856964,1128152,2224535,1893082,1733955,1847918,661033,362,0,0,0,0,0,0,0
1065257,2197073,3718704,1116542,717432,1221374,918325,1123903,1443528,2470185,2442051,2549317,836341,3493282,2801964,2146365,3014073,2660292,1892324,2335374,2139550,2501051,3334124,3378827,650977,0,0,0,0,0,0,0
4249172,3332004,3748046,2769354,711502,873717,1156318,1224498,1844612,3117530,2053427,1136168,1542228,2063540,2339661,2363348,2078312,3583903,2771576,2917790,2800583,1770896,3239239,2778522,2750959,7723,0,0,0,0,0,0
4320997,6040735,4238274,4113880,1385589,1033578,1396552,1816491,2497575,2092933,2733836,1778090,2194603,2606333,2934833,2329020,2626664,3873116,3483069,3951150,2106100,1631260,1592667,2457369,5566159,2084938,36106,0,0,0,0,0
4896327,5832530,4302423,4014637,2126466,1319858,3643578,1375537,1897725,2163237,2429752,3375438,3574842,2992612,2670018,3068401,2751361,2779629,4050675,3158996,2733423,1225991,1597244,931819,4416270,5277885,552936,3245,0,0,0,0
3262859,3632168,3654313,2760761,4071402,1423610,2250126,1463258,1854029,2192278,2139237,3326335,4885030,3327578,2429101,3452570,2806143,3616752,3513778,2596337,2473711,1360325,870032,500755,2063514,1572951,1903425,3019290,993118,0,0,0
1656025,2592824,4810790,2140602,1345673,2225740,1319882,1875203,2604278,3018787,2129207,3047332,4226104,2577965,2019931,1934341,2412244,2113418,2651635,2383466,2624183,1572805,653375,536317,1071446,916353,2727533,7260800,9350378,806898,0,0
2084187,2094807,3968649,2195714,1485752,1482123,922691,2100614,2556726,3338098,2780847,3236360,3588442,2747230,1812633,1747020,1359063,1495505,1524821,1779741,2532752,932966,1148106,913409,1243509,1775470,1689676,8095649,6181461,3595692,152849,837
2134469,2446443,2190310,1763839,2188671,1379215,1505158,1733642,2496019,3471756,3223690,2678354,2723148,3803190,3233420,1663301,1481511,862752,1979179,2434603,1018823,925376,1179207,1169271,1126990,1311550,1727235,4612349,2400464,1649179,4667756,708507
3385781,3155834,2267794,2410561,1815690,1065277,1000725,3151511,3608213,2748352,3634077,2165855,1429143,3886291,3432570,3084944,1256459,1559700,2243214,1997210,1542967,1192853,1844774,2160747,1377889,1517720,1236389,1661571,2339394,1727259,2285312,1255421
2955558,2795167,2092528,1286501,1573002,1009548,1151711,4168014,5126168,5549019,4897066,3610746,2146247,2840341,2597204,2443511,1832671,2954940,5100677,5641271,3128836,1576346,1619789,1924011,2090943,1353978,1728356,2116490,2917157,918300,898395,1524519
