970786,1233336,1394557,982895,1575607,1885004,1456337,1934106,2402932,3352656,2671972,1456453,442743,3380373,963698,557911,552325,927442,1458184,1322061,1472524,3327404,2057436,1397096,1608240,2148447,2351256,3331614,2517479,2480105,2398967,1595442
2623712,2449973,2855272,3315718,3127716,2494682,2309206,3171496,4037274,3243940,3216021,3078510,1150135,2097534,1475117,1103398,1817395,916503,1158489,1907515,1529528,3600733,2404803,2363849,2479466,2812241,2317099,3778852,3825100,3507729,6108607,3517091
3560847,3309084,2823018,2545296,2351546,2244774,1510293,3587888,5325534,3115527,3222437,4342200,2528173,1626218,2579504,1469912,1734921,1639471,1494205,2991447,2337778,2459188,2400043,2301010,3123809,2885370,3301106,3834522,3640146,3082739,9303075,3389169
2327699,2506270,3452598,3733116,3024825,3227852,3867483,3185412,5052129,5870608,3285165,3979213,2464721,991894,1959254,1258265,4070169,1928493,950593,1892638,2166042,2399839,2663604,2867140,2358619,2598430,3116296,2829020,2172406,2092107,5948735,5181054
2158192,2679319,2828910,2611882,3060400,4493527,4481751,2367923,2629868,3287305,2831871,2608190,2502812,1457232,1164342,2326239,2293406,2382194,1235348,2219752,2941477,2692415,1676915,2123144,2295392,2661178,3852958,2535264,2813570,2452227,3083996,3823823
3630640,4061024,3356450,1703265,2523562,3092699,2966381,3026105,1348276,1774246,2015197,2429941,2833015,1709005,2237720,1674693,2323834,1721901,1389325,2116794,2564290,3656888,3455830,2589520,3201656,2921597,3012676,3693213,2683375,2571180,2663697,2292125
1969868,5250073,7127277,2294464,1386850,2274293,2699055,2728130,2145223,1032123,3654079,2209415,2386713,2999957,3419433,2167771,1954756,1667828,1567942,1105631,3224907,4177292,5328100,3661331,2974510,2580646,2622012,3607605,2562749,3294458,3428993,4208968
2758485,4709861,2383413,1535007,1990061,2507388,2729468,2785228,2587325,2468074,2248319,1714152,2127367,2352514,6018440,2294742,4208111,2314711,1641981,1580987,3189709,3992337,5191440,6186158,3743014,4014216,2781039,3924840,3073182,3557363,2572167,3201574
2986247,3760841,4114889,2293291,2828960,2787530,2690744,2435454,2718117,1980032,2272053,2280801,2579015,2712210,3479080,3729991,4763230,2625684,2048361,1602456,3477376,4130666,5629002,6574922,4540704,3741342,3133766,3397292,3483075,4783092,4751930,5712483
1781693,4036303,7064391,3903422,2560387,2071347,2129153,2800677,2698180,2198774,2402751,1882314,2130198,3103281,3116703,2761483,3473762,2434583,2855746,2535550,3737141,4695287,7325028,4084722,5130635,3538912,4201550,4005314,3927582,4532610,3197725,3551843
2216834,2675712,5663974,3906960,2328702,1811131,2150472,3444803,2553287,1697048,1481150,1827351,2358531,2991886,3108492,2492887,2194789,2257722,3765327,2970565,3862584,3512813,3758468,3192444,3064537,3195277,4846807,6688866,5702173,6057363,3750115,2265336
2616491,2667880,2910439,3002296,2746543,1442712,2252777,3047382,2417910,1660099,1816030,2168726,2645022,2501738,2372198,2587318,2405654,3075054,4053739,3891647,5142453,5905302,3801719,2814713,3151867,3489957,4250333,4423126,3640365,4134408,2543907,2282398
2423944,3793097,2540820,2775566,2168499,2320298,2705553,2399537,2854460,2248122,1928112,2516516,2390702,2777918,3127380,4125537,2523985,2704824,1976793,4006753,5480277,5654030,1892005,1998516,2224771,3240006,3707172,3259801,3750052,2947177,2883299,2487993
2617200,2742128,1758657,2767950,3099694,3164555,2457203,3269781,2366665,2808060,2193815,2078467,1308913,3098407,2557456,2278636,2872853,2477851,2163313,6128726,8176212,7501506,5318246,3249583,2268068,2748987,3382501,3593958,3778452,3202537,3081991,2552734
4052073,3845170,2930197,1990432,2378589,2547717,3584367,4811168,2340927,2470338,2790330,1710535,2038079,2901488,4550451,2814070,2893192,1898348,3372174,8409543,8055014,5273024,3987275,2407023,1212668,2029857,2791434,2894668,2499137,3560706,3266490,2241698
4269533,2511373,2856107,1680296,3572916,2457043,2288869,2992653,3603395,3772633,2362708,1878513,2231257,3392733,3301916,2377937,2203148,2769895,2550223,4292440,6058476,5805248,3671861,3447916,1795568,1838135,4252020,4950824,2831573,3161722,3777385,2042425
4101191,3808495,2416620,2529636,7368056,3979047,2334866,2481735,1989321,2495891,2750303,2518431,2274211,2708717,4018376,2055104,3255654,3294541,1973708,4039255,3212562,3903503,3156116,1851431,1552873,1419364,1757763,3204381,2653808,3458563,2730314,1204390
