0,0,0,0,0,0,970294,5860,129706,0,369932,358354,0,0,0,1160
0,0,0,0,0,0,0,1184,0,0,375448,2808214,437078,32733,476,0
0,0,0,0,0,0,0,0,0,0,543581,2345053,1428568,233579,174,0
0,0,0,0,0,0,0,750384,0,0,17329,652807,9399358,757918,5940,46776
0,0,0,0,0,0,0,13020,0,0,0,269064,3127506,2693827,100218,36526
0,0,0,0,0,0,0,0,0,0,0,0,4356592,3917700,4506222,2196750
0,0,0,0,0,0,0,0,0,0,0,0,3874631,836985,122940,370608
0,0,0,1594,0,0,0,0,0,0,0,4794859,8793387,19169928,5620169,49009
0,52828,1146233,16064,0,0,0,0,0,0,5536,2052598,9940264,13695736,18822280,6753238
4262,37238,313444,0,0,0,0,0,0,0,347458,3383152,4806792,10704509,17653208,12638114
0,0,0,0,0,0,0,0,0,0,0,2790765,8097591,17782383,17345606,16535864
0,0,0,0,0,0,0,0,0,0,0,6130440,15635973,7103455,10357620,9062556
0,0,0,0,0,0,0,0,0,0,0,13317352,13409363,20159464,29521616,59542428
0,0,0,0,0,0,0,0,0,0,0,5934902,7586594,9737603,11019464,32358313
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13103837
0,0,0,0,0,0,0,0,0,0,0,0,0,0,840678,21941768
