1111186,388063,32841,795828,0,0,0,11754,2787032,708901,0,6343,573548,1964921,4832406,2338816
776104,1333716,148546,442808,0,0,0,0,8726120,1499516,0,0,570271,5755171,1833583,1032583
1098971,668924,215792,158930,0,0,0,1966,6457345,1245995,0,0,83265,2749716,4583644,524413
350042,185210,21328,178625,151548,0,0,563486,6968361,4861863,50447,0,2964043,4209273,10173998,2319269
380516,70300,0,3400,163704,0,0,3829494,8899346,4303177,509824,0,6500587,7282075,10582009,331671
228370,3748,0,2770,461944,0,0,3121369,10164790,6178663,4116169,3352,7116868,3802086,4221455,3020460
370714,2230,0,0,21378,109792,0,5918828,8003873,6102765,4113112,9601747,2947236,1599175,2991504,2236246
73046,0,914,1600155,738022,0,1463943,4451766,6836541,5739981,9170017,7654750,1033687,2241680,2213575,1220333
8708,2650,31380,2068082,3831390,706635,1332957,1947295,4647663,5290849,4236988,2676169,1476381,3029820,3407190,514439
129,2618,43253,659633,2170694,93297,1165777,395380,2753874,3020856,6114195,3148976,2273505,1605855,2037338,1332877
0,0,278695,581889,91837,39182,223688,638533,2546230,2469088,4058252,1357472,583884,1618847,2117110,1087437
1442,0,2062700,1361292,72818,91181,171896,957293,2908268,3141359,543659,590665,530310,1174175,4517490,2605976
88437,480012,2663169,640517,1622,24568,188930,1150173,2801134,995557,629469,894960,748946,743616,1881291,483316
703987,1121699,992774,80237,4453,69220,81537,2577939,2992514,916483,221772,644250,736197,760125,993658,756369
292898,91511,52121,8121,0,6715,4169,247955,104368,31138,41966,64477,37536,112970,133482,72965
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
