0,0,0,0,0,0,0,124443,875607,273797,0,0,0,0,0,0
0,0,0,0,0,0,0,1692387,5789668,1411449,0,0,0,0,0,0
0,0,0,0,0,0,179102,6847597,3753804,1870786,0,0,0,0,0,0
0,0,0,0,0,0,2747417,7313830,9990326,8065855,0,0,0,0,0,0
0,0,0,0,0,0,3298924,5212537,4453878,781987,0,0,0,0,0,0
0,0,0,0,0,275414,2980344,2246078,1870416,15061,0,0,0,0,0,0
0,0,964289,3194886,546386,2257599,3049507,3300212,2042327,0,0,0,0,0,0,0
3935356,3586786,5827822,6550598,5455061,2812848,4120031,4743308,208182,0,0,0,0,0,0,0
19778922,11365911,6149109,7136902,11648533,7834480,4020400,9528311,2596250,0,0,0,0,0,0,0
14545267,30013212,14043476,9788669,13595942,14509934,14428340,10184416,6770592,352927,0,0,0,0,0,0
28078761,20907023,14172288,9576443,17928414,18050602,17194385,11742596,4388575,4271673,2438915,0,0,0,0,0
18639521,19025444,9923052,9946652,18751258,15995187,15912633,10250100,9207163,6820079,5602544,922597,27363,0,0,0
18968627,8355936,10929417,18400169,14083041,10732943,16977906,10046449,10276597,7179543,4409041,4769765,4837775,691241,17411,0
22560938,16095391,9312965,16507649,22878984,22745021,18233346,7802929,30927219,24117987,8257331,12261814,11138677,8144339,3661075,245357
16910360,13844387,15592893,17359012,17376067,16341767,18607447,21362426,34940050,21780818,28648984,23846018,16133972,13772277,2993703,1830934
14977476,19339705,21579558,15107061,16607823,17536498,26709330,29521878,30423152,18890449,20859830,16607600,9582394,4759359,6074779,1534038
