635485,177467,5556,1736513,231795,26704,4093,0,1540579,20946,0,0,0,0,0,0
279570,13628,27805,2242715,2925061,241271,2253917,1683614,2711330,0,0,0,0,0,0,0
185585,7852,48698,188415,486598,370143,90096,8945016,13012107,0,0,0,0,0,0,0
830468,113783,186612,1422865,179955,421995,52879,8418598,16969945,1008835,0,0,0,0,420496,0
767438,137306,28448,727962,910665,342276,108110,22281572,14675676,1195719,0,0,0,0,0,0
531463,43719,69235,88255,1618602,795325,462757,12246572,8865135,1365561,1712075,0,0,0,0,0
396532,230057,59688,2445063,1054956,158666,6659732,2109469,4400303,6495580,6071355,0,0,0,0,0
789496,6902641,18820,90260,789602,61919,768589,383505,1379825,2253566,3226152,0,0,0,0,0
3206526,2299643,370189,344025,194239,752122,1902669,562035,431344,3242330,9985199,0,0,0,0,0
6613519,8663073,401313,178310,2916233,3276857,6690297,11143536,862184,9578322,55932700,1645900,0,0,0,0
1159408,2429822,57368,1154950,454225,894790,21182587,1158035,2492641,8190477,42443988,12775746,0,0,0,0
52039,221714,38712,36188,7268361,2422734,11483612,1383352,5439097,4954802,8492705,10780262,17396792,0,0,0
58895,35837,9398,146878,18609620,1456166,6251168,2602178,26638688,23365198,2835880,18838598,12816906,0,0,0
338986,321219,136800,254766,1537451,7794049,2425543,482711,20975473,68380283,22786543,8778370,1385309,21945037,4070600,2912
160871,425388,1524,207874,2507068,2909379,1236387,1667372,6168507,70506544,60227760,45651580,4304259,30834337,46922971,6359532
64536,100542,14180,132844,907282,225456,1595356,4281224,41913570,37909836,30530768,49556899,13323697,40462596,34694069,19220722
